timestamp,ecg_measurement,qrs_detected
9.500000000000000000e+01,2.861361079865016865e+00,0.000000000000000000e+00
9.600000000000000000e+01,2.848003374578177649e+00,0.000000000000000000e+00
9.700000000000000000e+01,2.863470191226096695e+00,0.000000000000000000e+00
9.800000000000000000e+01,2.852221597300337308e+00,0.000000000000000000e+00
9.900000000000000000e+01,2.824803149606299080e+00,0.000000000000000000e+00
1.000000000000000000e+02,2.839566929133858331e+00,0.000000000000000000e+00
1.010000000000000000e+02,2.837457817772778501e+00,0.000000000000000000e+00
1.020000000000000000e+02,2.798087739032621091e+00,0.000000000000000000e+00
1.030000000000000000e+02,2.856439820022496967e+00,0.000000000000000000e+00
1.040000000000000000e+02,2.898622047244094446e+00,0.000000000000000000e+00
1.050000000000000000e+02,2.803712035995500784e+00,0.000000000000000000e+00
1.060000000000000000e+02,2.822694038245219250e+00,0.000000000000000000e+00
1.070000000000000000e+02,2.876124859392576116e+00,0.000000000000000000e+00
1.080000000000000000e+02,2.869797525309336184e+00,0.000000000000000000e+00
1.090000000000000000e+02,2.852221597300337308e+00,0.000000000000000000e+00
1.100000000000000000e+02,2.862767154105736900e+00,0.000000000000000000e+00
1.110000000000000000e+02,2.845894263217097819e+00,0.000000000000000000e+00
1.120000000000000000e+02,2.824803149606299080e+00,0.000000000000000000e+00
1.130000000000000000e+02,2.854330708661417138e+00,0.000000000000000000e+00
1.140000000000000000e+02,2.840973003374578365e+00,0.000000000000000000e+00
1.150000000000000000e+02,2.830427446569178773e+00,0.000000000000000000e+00
1.160000000000000000e+02,2.848003374578177649e+00,0.000000000000000000e+00
1.170000000000000000e+02,2.918307086614173151e+00,0.000000000000000000e+00
1.180000000000000000e+02,2.932367829021372163e+00,0.000000000000000000e+00
1.190000000000000000e+02,2.940804274465691925e+00,0.000000000000000000e+00
1.200000000000000000e+02,2.945022497187851584e+00,0.000000000000000000e+00
1.210000000000000000e+02,2.937289088863892061e+00,0.000000000000000000e+00
1.220000000000000000e+02,2.959083239595050596e+00,0.000000000000000000e+00
1.230000000000000000e+02,3.032199100112485723e+00,0.000000000000000000e+00
1.240000000000000000e+02,3.059617547806524396e+00,0.000000000000000000e+00
1.250000000000000000e+02,3.044853768278965145e+00,0.000000000000000000e+00
1.260000000000000000e+02,2.999156355455568246e+00,0.000000000000000000e+00
1.270000000000000000e+02,2.972440944881889813e+00,0.000000000000000000e+00
1.280000000000000000e+02,2.944319460067491345e+00,0.000000000000000000e+00
1.290000000000000000e+02,2.897919010123734651e+00,0.000000000000000000e+00
1.300000000000000000e+02,2.864173228346456490e+00,0.000000000000000000e+00
1.310000000000000000e+02,2.830427446569178773e+00,0.000000000000000000e+00
1.320000000000000000e+02,2.793166479190101192e+00,0.000000000000000000e+00
1.330000000000000000e+02,2.803008998875140545e+00,0.000000000000000000e+00
1.340000000000000000e+02,2.798087739032621091e+00,0.000000000000000000e+00
1.350000000000000000e+02,2.760123734533183271e+00,0.000000000000000000e+00
1.360000000000000000e+02,2.789651293588301328e+00,0.000000000000000000e+00
1.370000000000000000e+02,2.805118110236220375e+00,0.000000000000000000e+00
1.380000000000000000e+02,2.780511811023622215e+00,0.000000000000000000e+00
1.390000000000000000e+02,2.653965129358830222e+00,0.000000000000000000e+00
1.400000000000000000e+02,2.490860517435320443e+00,0.000000000000000000e+00
1.410000000000000000e+02,2.675056242969628961e+00,0.000000000000000000e+00
1.420000000000000000e+02,3.302868391451068586e+00,0.000000000000000000e+00
1.430000000000000000e+02,4.002390326209224192e+00,0.000000000000000000e+00
1.440000000000000000e+02,4.363048368953880818e+00,0.000000000000000000e+00
1.450000000000000000e+02,4.123312710911136492e+00,0.000000000000000000e+00
1.460000000000000000e+02,3.746484814398200136e+00,0.000000000000000000e+00
1.470000000000000000e+02,3.568616422947131550e+00,0.000000000000000000e+00
1.480000000000000000e+02,3.288104611923509779e+00,1.000000000000000000e+00
1.490000000000000000e+02,2.959083239595050596e+00,0.000000000000000000e+00
1.500000000000000000e+02,2.776996625421822351e+00,0.000000000000000000e+00
1.510000000000000000e+02,2.757311586051743646e+00,0.000000000000000000e+00
1.520000000000000000e+02,2.755905511811023612e+00,0.000000000000000000e+00
1.530000000000000000e+02,2.774184476940382282e+00,0.000000000000000000e+00
1.540000000000000000e+02,2.758014623172103441e+00,0.000000000000000000e+00
1.550000000000000000e+02,2.720753655793025860e+00,0.000000000000000000e+00
1.560000000000000000e+02,2.736220472440944906e+00,0.000000000000000000e+00
1.570000000000000000e+02,2.739735658042744770e+00,0.000000000000000000e+00
1.580000000000000000e+02,2.702474690663667189e+00,0.000000000000000000e+00
1.590000000000000000e+02,2.671541057367829097e+00,0.000000000000000000e+00
1.600000000000000000e+02,2.716535433070866201e+00,0.000000000000000000e+00
1.610000000000000000e+02,2.771372328458942658e+00,0.000000000000000000e+00
1.620000000000000000e+02,2.767857142857142794e+00,0.000000000000000000e+00
1.630000000000000000e+02,2.736923509561304702e+00,0.000000000000000000e+00
1.640000000000000000e+02,2.700365579302587360e+00,0.000000000000000000e+00
1.650000000000000000e+02,2.705989876265466609e+00,0.000000000000000000e+00
1.660000000000000000e+02,2.713723284589426132e+00,0.000000000000000000e+00
1.670000000000000000e+02,2.675759280089988756e+00,0.000000000000000000e+00
1.680000000000000000e+02,2.634983127109111312e+00,0.000000000000000000e+00
1.690000000000000000e+02,2.644122609673790869e+00,0.000000000000000000e+00
1.700000000000000000e+02,2.628655793025871823e+00,0.000000000000000000e+00
1.710000000000000000e+02,2.587879640044994378e+00,0.000000000000000000e+00
1.720000000000000000e+02,2.572412823397075332e+00,0.000000000000000000e+00
1.730000000000000000e+02,2.568194600674915673e+00,0.000000000000000000e+00
1.740000000000000000e+02,2.535151856017997751e+00,0.000000000000000000e+00
1.750000000000000000e+02,2.511248593925759387e+00,0.000000000000000000e+00
1.760000000000000000e+02,2.496484814398200136e+00,0.000000000000000000e+00
1.770000000000000000e+02,2.476799775028121431e+00,0.000000000000000000e+00
1.780000000000000000e+02,2.480314960629921295e+00,0.000000000000000000e+00
1.790000000000000000e+02,2.530230596175477853e+00,0.000000000000000000e+00
1.800000000000000000e+02,2.575224971878515401e+00,0.000000000000000000e+00
1.810000000000000000e+02,2.630061867266591857e+00,0.000000000000000000e+00
1.820000000000000000e+02,2.694038245219347427e+00,0.000000000000000000e+00
1.830000000000000000e+02,2.737626546681664941e+00,0.000000000000000000e+00
1.840000000000000000e+02,2.789651293588301328e+00,0.000000000000000000e+00
1.850000000000000000e+02,2.782620922384702045e+00,0.000000000000000000e+00
1.860000000000000000e+02,2.741844769403824600e+00,0.000000000000000000e+00
1.870000000000000000e+02,2.789651293588301328e+00,0.000000000000000000e+00
1.880000000000000000e+02,2.812148481439820102e+00,0.000000000000000000e+00
1.890000000000000000e+02,2.829021372328458739e+00,0.000000000000000000e+00
1.900000000000000000e+02,2.810742407199100068e+00,0.000000000000000000e+00
1.910000000000000000e+02,2.784730033745781874e+00,0.000000000000000000e+00
1.920000000000000000e+02,2.774887514060742522e+00,0.000000000000000000e+00
1.930000000000000000e+02,2.800899887514060715e+00,0.000000000000000000e+00
1.940000000000000000e+02,2.800196850393700920e+00,0.000000000000000000e+00
1.950000000000000000e+02,2.768560179977503033e+00,0.000000000000000000e+00
1.960000000000000000e+02,2.775590551181102317e+00,0.000000000000000000e+00
1.970000000000000000e+02,2.816366704161979762e+00,0.000000000000000000e+00
1.980000000000000000e+02,2.814257592800899932e+00,0.000000000000000000e+00
1.990000000000000000e+02,2.807930258717660443e+00,0.000000000000000000e+00
2.000000000000000000e+02,2.793166479190101192e+00,0.000000000000000000e+00
2.010000000000000000e+02,2.750984251968504157e+00,0.000000000000000000e+00
2.020000000000000000e+02,2.736220472440944906e+00,0.000000000000000000e+00
2.030000000000000000e+02,2.779808773903261976e+00,0.000000000000000000e+00
2.040000000000000000e+02,2.797384701912260851e+00,0.000000000000000000e+00
2.050000000000000000e+02,2.791760404949381158e+00,0.000000000000000000e+00
2.060000000000000000e+02,2.829021372328458739e+00,0.000000000000000000e+00
2.070000000000000000e+02,2.806524184476940409e+00,0.000000000000000000e+00
2.080000000000000000e+02,2.767857142857142794e+00,0.000000000000000000e+00
2.090000000000000000e+02,2.786136107986501909e+00,0.000000000000000000e+00
2.100000000000000000e+02,2.786839145106861704e+00,0.000000000000000000e+00
2.110000000000000000e+02,2.830427446569178773e+00,0.000000000000000000e+00
2.120000000000000000e+02,2.828318335208098944e+00,0.000000000000000000e+00
2.130000000000000000e+02,2.787542182227221499e+00,0.000000000000000000e+00
2.140000000000000000e+02,2.871203599550056218e+00,0.000000000000000000e+00
2.150000000000000000e+02,2.885967379077615469e+00,0.000000000000000000e+00
2.160000000000000000e+02,2.899325084364454241e+00,0.000000000000000000e+00
2.170000000000000000e+02,2.935883014623172027e+00,0.000000000000000000e+00
2.180000000000000000e+02,2.978768278965129301e+00,0.000000000000000000e+00
2.190000000000000000e+02,2.978768278965129301e+00,0.000000000000000000e+00
2.200000000000000000e+02,2.923228346456693050e+00,0.000000000000000000e+00
2.210000000000000000e+02,2.888779527559055094e+00,0.000000000000000000e+00
2.220000000000000000e+02,2.911979752530933663e+00,0.000000000000000000e+00
2.230000000000000000e+02,2.824100112485939285e+00,0.000000000000000000e+00
2.240000000000000000e+02,2.739735658042744770e+00,0.000000000000000000e+00
2.250000000000000000e+02,2.679977502812148416e+00,0.000000000000000000e+00
2.260000000000000000e+02,2.741141732283464361e+00,0.000000000000000000e+00
2.270000000000000000e+02,2.823397075365579489e+00,0.000000000000000000e+00
2.280000000000000000e+02,2.776996625421822351e+00,0.000000000000000000e+00
2.290000000000000000e+02,2.722159730033745895e+00,0.000000000000000000e+00
2.300000000000000000e+02,2.739032620922384531e+00,0.000000000000000000e+00
2.310000000000000000e+02,2.803008998875140545e+00,0.000000000000000000e+00
2.320000000000000000e+02,2.774887514060742522e+00,0.000000000000000000e+00
2.330000000000000000e+02,2.645528683914510903e+00,0.000000000000000000e+00
2.340000000000000000e+02,2.476799775028121431e+00,0.000000000000000000e+00
2.350000000000000000e+02,2.438835770528684055e+00,0.000000000000000000e+00
2.360000000000000000e+02,2.848706411698537888e+00,0.000000000000000000e+00
2.370000000000000000e+02,3.559476940382451993e+00,0.000000000000000000e+00
2.380000000000000000e+02,4.107845894263217446e+00,0.000000000000000000e+00
2.390000000000000000e+02,4.202755905511811108e+00,0.000000000000000000e+00
2.400000000000000000e+02,3.842800899887514277e+00,0.000000000000000000e+00
2.410000000000000000e+02,3.565804274465691925e+00,0.000000000000000000e+00
2.420000000000000000e+02,3.434336332958380034e+00,1.000000000000000000e+00
2.430000000000000000e+02,3.115860517435320443e+00,0.000000000000000000e+00
2.440000000000000000e+02,2.796681664791901056e+00,0.000000000000000000e+00
2.450000000000000000e+02,2.756608548931383407e+00,0.000000000000000000e+00
2.460000000000000000e+02,2.762935883014623339e+00,0.000000000000000000e+00
2.470000000000000000e+02,2.753796400449943782e+00,0.000000000000000000e+00
2.480000000000000000e+02,2.730596175478065213e+00,0.000000000000000000e+00
2.490000000000000000e+02,2.760123734533183271e+00,0.000000000000000000e+00
2.500000000000000000e+02,2.755905511811023612e+00,0.000000000000000000e+00
2.510000000000000000e+02,2.698959505061867326e+00,0.000000000000000000e+00
2.520000000000000000e+02,2.698256467941507530e+00,0.000000000000000000e+00
2.530000000000000000e+02,2.686304836895387904e+00,0.000000000000000000e+00
2.540000000000000000e+02,2.735517435320585111e+00,0.000000000000000000e+00
2.550000000000000000e+02,2.716535433070866201e+00,0.000000000000000000e+00
2.560000000000000000e+02,2.714426321709786372e+00,0.000000000000000000e+00
2.570000000000000000e+02,2.678571428571428381e+00,0.000000000000000000e+00
2.580000000000000000e+02,2.698959505061867326e+00,0.000000000000000000e+00
2.590000000000000000e+02,2.731299212598425008e+00,0.000000000000000000e+00
2.600000000000000000e+02,2.668728908886389029e+00,0.000000000000000000e+00
2.610000000000000000e+02,2.672947131608549132e+00,0.000000000000000000e+00
2.620000000000000000e+02,2.713020247469066337e+00,0.000000000000000000e+00
2.630000000000000000e+02,2.715129358830146167e+00,0.000000000000000000e+00
2.640000000000000000e+02,2.687007874015748143e+00,0.000000000000000000e+00
2.650000000000000000e+02,2.604752530933633459e+00,0.000000000000000000e+00
2.660000000000000000e+02,2.579443194600675060e+00,0.000000000000000000e+00
2.670000000000000000e+02,2.582255343082114685e+00,0.000000000000000000e+00
2.680000000000000000e+02,2.556946006749156286e+00,0.000000000000000000e+00
2.690000000000000000e+02,2.559055118110236116e+00,0.000000000000000000e+00
2.700000000000000000e+02,2.544994375703037104e+00,0.000000000000000000e+00
2.710000000000000000e+02,2.488751406074240613e+00,0.000000000000000000e+00
2.720000000000000000e+02,2.481017997750281090e+00,0.000000000000000000e+00
2.730000000000000000e+02,2.554133858267716661e+00,0.000000000000000000e+00
2.740000000000000000e+02,2.630061867266591857e+00,0.000000000000000000e+00
2.750000000000000000e+02,2.677868391451068586e+00,0.000000000000000000e+00
2.760000000000000000e+02,2.677868391451068586e+00,0.000000000000000000e+00
2.770000000000000000e+02,2.724268841394825724e+00,0.000000000000000000e+00
2.780000000000000000e+02,2.799493813273340681e+00,0.000000000000000000e+00
2.790000000000000000e+02,2.835348706411698672e+00,0.000000000000000000e+00
2.800000000000000000e+02,2.851518560179977513e+00,0.000000000000000000e+00
2.810000000000000000e+02,2.851518560179977513e+00,0.000000000000000000e+00
2.820000000000000000e+02,2.848706411698537888e+00,0.000000000000000000e+00
2.830000000000000000e+02,2.911276715410573868e+00,0.000000000000000000e+00
2.840000000000000000e+02,2.945022497187851584e+00,0.000000000000000000e+00
2.850000000000000000e+02,2.827615298087739149e+00,0.000000000000000000e+00
2.860000000000000000e+02,2.462035995500562624e+00,0.000000000000000000e+00
2.870000000000000000e+02,1.909448818897637734e+00,0.000000000000000000e+00
2.880000000000000000e+02,1.359673790776152913e+00,0.000000000000000000e+00
2.890000000000000000e+02,1.027840269966254327e+00,0.000000000000000000e+00
2.900000000000000000e+02,1.055961754780652351e+00,0.000000000000000000e+00
2.910000000000000000e+02,1.554415073115860579e+00,0.000000000000000000e+00
2.920000000000000000e+02,2.210348706411698672e+00,0.000000000000000000e+00
2.930000000000000000e+02,2.491563554555680682e+00,0.000000000000000000e+00
2.940000000000000000e+02,2.402277840269966269e+00,0.000000000000000000e+00
2.950000000000000000e+02,2.269403824521934787e+00,0.000000000000000000e+00
2.960000000000000000e+02,2.229330708661417138e+00,0.000000000000000000e+00
2.970000000000000000e+02,2.232142857142857206e+00,0.000000000000000000e+00
2.980000000000000000e+02,2.299634420697412640e+00,0.000000000000000000e+00
2.990000000000000000e+02,2.455005624296962896e+00,0.000000000000000000e+00
3.000000000000000000e+02,2.745359955005624464e+00,0.000000000000000000e+00
3.010000000000000000e+02,2.945725534308211380e+00,0.000000000000000000e+00
3.020000000000000000e+02,2.939398200224971891e+00,0.000000000000000000e+00
3.030000000000000000e+02,2.942210348706411516e+00,0.000000000000000000e+00
3.040000000000000000e+02,2.952052868391450868e+00,0.000000000000000000e+00
3.050000000000000000e+02,2.970331833520809983e+00,0.000000000000000000e+00
3.060000000000000000e+02,3.044853768278965145e+00,0.000000000000000000e+00
3.070000000000000000e+02,3.101799775028121431e+00,0.000000000000000000e+00
3.080000000000000000e+02,3.133436445444319318e+00,0.000000000000000000e+00
3.090000000000000000e+02,3.162964004499437376e+00,0.000000000000000000e+00
3.100000000000000000e+02,3.207958380202474480e+00,0.000000000000000000e+00
3.110000000000000000e+02,3.262795275590551380e+00,0.000000000000000000e+00
3.120000000000000000e+02,3.308492688413948279e+00,0.000000000000000000e+00
3.130000000000000000e+02,3.316226096737907802e+00,0.000000000000000000e+00
3.140000000000000000e+02,3.388638920134983135e+00,0.000000000000000000e+00
3.150000000000000000e+02,3.520106861642294582e+00,0.000000000000000000e+00
3.160000000000000000e+02,3.617829021372328313e+00,0.000000000000000000e+00
3.170000000000000000e+02,3.679696287964004497e+00,0.000000000000000000e+00
3.180000000000000000e+02,3.737345331833521023e+00,0.000000000000000000e+00
3.190000000000000000e+02,3.805539932508436252e+00,0.000000000000000000e+00
3.200000000000000000e+02,3.830146231721034855e+00,0.000000000000000000e+00
3.210000000000000000e+02,3.816788526434195639e+00,0.000000000000000000e+00
3.220000000000000000e+02,3.816788526434195639e+00,0.000000000000000000e+00
3.230000000000000000e+02,3.755624296962879693e+00,0.000000000000000000e+00
3.240000000000000000e+02,3.690241844769403645e+00,0.000000000000000000e+00
3.250000000000000000e+02,3.567913385826771755e+00,0.000000000000000000e+00
3.260000000000000000e+02,3.408323959505061840e+00,0.000000000000000000e+00
3.270000000000000000e+02,3.312007874015748143e+00,0.000000000000000000e+00
3.280000000000000000e+02,3.205146231721034855e+00,0.000000000000000000e+00
3.290000000000000000e+02,3.109533183352080954e+00,0.000000000000000000e+00
3.300000000000000000e+02,3.053993250843644702e+00,0.000000000000000000e+00
3.310000000000000000e+02,2.988610798650168654e+00,0.000000000000000000e+00
3.320000000000000000e+02,2.951349831271091073e+00,0.000000000000000000e+00
3.330000000000000000e+02,2.921119235095613220e+00,0.000000000000000000e+00
3.340000000000000000e+02,2.888779527559055094e+00,0.000000000000000000e+00
3.350000000000000000e+02,2.860658042744657070e+00,0.000000000000000000e+00
3.360000000000000000e+02,2.869797525309336184e+00,0.000000000000000000e+00
3.370000000000000000e+02,2.861361079865016865e+00,0.000000000000000000e+00
3.380000000000000000e+02,2.857845894263217001e+00,0.000000000000000000e+00
3.390000000000000000e+02,2.865579302587176524e+00,0.000000000000000000e+00
3.400000000000000000e+02,2.864876265466816729e+00,0.000000000000000000e+00
3.410000000000000000e+02,2.838863892013498091e+00,0.000000000000000000e+00
3.420000000000000000e+02,2.792463442069741397e+00,0.000000000000000000e+00
3.430000000000000000e+02,2.825506186726659319e+00,0.000000000000000000e+00
3.440000000000000000e+02,2.833942632170978637e+00,0.000000000000000000e+00
3.450000000000000000e+02,2.805118110236220375e+00,0.000000000000000000e+00
3.460000000000000000e+02,2.809336332958380034e+00,0.000000000000000000e+00
3.470000000000000000e+02,2.824803149606299080e+00,0.000000000000000000e+00
3.480000000000000000e+02,2.796681664791901056e+00,0.000000000000000000e+00
3.490000000000000000e+02,2.772075365579302453e+00,0.000000000000000000e+00
3.500000000000000000e+02,2.798087739032621091e+00,0.000000000000000000e+00
3.510000000000000000e+02,2.802305961754780750e+00,0.000000000000000000e+00
3.520000000000000000e+02,2.780511811023622215e+00,0.000000000000000000e+00
3.530000000000000000e+02,2.768560179977503033e+00,0.000000000000000000e+00
3.540000000000000000e+02,2.774887514060742522e+00,0.000000000000000000e+00
3.550000000000000000e+02,2.750984251968504157e+00,0.000000000000000000e+00
3.560000000000000000e+02,2.771372328458942658e+00,0.000000000000000000e+00
3.570000000000000000e+02,2.792463442069741397e+00,0.000000000000000000e+00
3.580000000000000000e+02,2.761529808773903305e+00,0.000000000000000000e+00
3.590000000000000000e+02,2.788948256467941533e+00,0.000000000000000000e+00
3.600000000000000000e+02,2.767857142857142794e+00,0.000000000000000000e+00
3.610000000000000000e+02,2.750281214848143918e+00,0.000000000000000000e+00
3.620000000000000000e+02,2.758014623172103441e+00,0.000000000000000000e+00
3.630000000000000000e+02,2.734814398200224872e+00,0.000000000000000000e+00
3.640000000000000000e+02,2.758717660292463236e+00,0.000000000000000000e+00
3.650000000000000000e+02,2.760123734533183271e+00,0.000000000000000000e+00
3.660000000000000000e+02,2.739735658042744770e+00,0.000000000000000000e+00
3.670000000000000000e+02,2.729190101237345178e+00,0.000000000000000000e+00
3.680000000000000000e+02,2.717941507311586236e+00,0.000000000000000000e+00
3.690000000000000000e+02,2.744656917885264225e+00,0.000000000000000000e+00
3.700000000000000000e+02,2.752390326209223748e+00,0.000000000000000000e+00
3.710000000000000000e+02,2.722862767154105690e+00,0.000000000000000000e+00
3.720000000000000000e+02,2.730596175478065213e+00,0.000000000000000000e+00
3.730000000000000000e+02,2.753093363329583987e+00,0.000000000000000000e+00
3.740000000000000000e+02,2.739032620922384531e+00,0.000000000000000000e+00
3.750000000000000000e+02,2.743250843644544634e+00,0.000000000000000000e+00
3.760000000000000000e+02,2.764341957255342930e+00,0.000000000000000000e+00
3.770000000000000000e+02,2.780511811023622215e+00,0.000000000000000000e+00
3.780000000000000000e+02,2.796681664791901056e+00,0.000000000000000000e+00
3.790000000000000000e+02,2.796681664791901056e+00,0.000000000000000000e+00
3.800000000000000000e+02,2.781917885264341805e+00,0.000000000000000000e+00
3.810000000000000000e+02,2.757311586051743646e+00,0.000000000000000000e+00
3.820000000000000000e+02,2.774184476940382282e+00,0.000000000000000000e+00
3.830000000000000000e+02,2.784026996625421635e+00,0.000000000000000000e+00
3.840000000000000000e+02,2.746062992125984259e+00,0.000000000000000000e+00
3.850000000000000000e+02,2.744656917885264225e+00,0.000000000000000000e+00
3.860000000000000000e+02,2.779105736782902181e+00,0.000000000000000000e+00
